https://www.twitter.com/Debbie_abrahams,-1,-1,-1,-1,-1,1,1,0,1,-1,1,1,0,-1,1,-1,0,1,0,1,0,1,1,-1,0,-1,-1,1,-1,-1
https://twitter.com/TahirAliMP,-1,-1,-1,0,-1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,-1
https://twitter.com/MikeAmesburyMP,0,-1,-1,-1,-1,1,0,1,1,-1,1,1,1,0,1,-1,-1,1,0,1,0,1,1,-1,1,-1,-1,1,-1,-1
https://twitter.com/ToniaAntoniazzi,0,0,-1,-1,-1,1,1,0,1,-1,1,0,0,-1,1,-1,0,1,0,1,0,0,1,-1,0,-1,0,1,0,-1
https://twitter.com/PaulaBarkerMP,-1,-1,-1,-1,-1,1,1,1,1,-1,0,1,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,1,-1,-1,0,-1,0
https://twitter.com/ApsanaBegumMP,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,0,-1,1,-1,-1,0,1,1,-1,1,0,-1,1,-1,-1,1,-1,-1
https://twitter.com/PaulBlomfieldMP,0,-1,0,-1,-1,1,1,0,0,-1,1,1,1,-1,1,-1,-1,1,0,1,0,1,1,-1,1,0,-1,1,-1,-1
https://twitter.com/KevinBrennanMP,-1,-1,0,-1,-1,1,0,0,0,-1,0,0,0,0,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,-1
https://twitter.com/RhonddaBryant,-1,0,-1,0,0,1,1,1,1,-1,0,1,1,0,1,0,-1,1,1,1,-1,1,1,0,1,-1,0,1,0,-1
https://twitter.com/rushanaraali,-1,-1,0,-1,0,1,1,1,1,-1,1,1,1,-1,1,0,0,0,0,1,0,1,0,-1,1,0,-1,1,-1,0
https://twitter.com/DrRosena,0,0,0,0,-1,1,0,0,1,-1,0,0,0,0,1,-1,0,1,0,1,0,0,0,0,1,-1,0,0,0,0
https://twitter.com/PutneyFleur,-1,-1,-1,-1,0,1,1,1,1,-1,0,1,1,-1,1,0,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,-1
https://twitter.com/hilarybennmp?,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,0,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,-1
https://twitter.com/JonAshworth?,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1,1,-1,1,-1,-1,1,0,1,0,0,1,-1,1,0,-1,1,-1,-1
https://twitter.com/_oliviablake,-1,-1,0,-1,0,1,0,1,1,-1,1,0,0,0,1,0,-1,0,0,1,0,1,1,-1,1,-1,-1,1,-1,-1
https://twitter.com/BenPBradshaw,-1,-1,-1,-1,0,1,1,1,1,-1,1,1,1,-1,1,0,0,1,0,1,0,1,1,-1,1,-1,-1,1,-1,-1
https://twitter.com/lynbrownmp,-1,0,-1,-1,-1,1,1,1,1,-1,1,0,0,-1,1,-1,0,1,1,1,-1,1,1,-1,1,-1,0,1,0,-1
https://twitter.com/KarenPBuckMP,-1,-1,-1,-1,-1,0,-1,1,1,0,1,1,1,-1,1,-1,-1,0,1,0,0,0,1,-1,1,-1,-1,1,-1,-1
https://twitter.com/RichardBurgon,-1,-1,-1,-1,-1,1,1,0,1,-1,1,1,1,-1,1,-1,-1,1,0,1,0,1,1,-1,1,-1,-1,1,-1,-1
https://twitter.com/IanByrneMP,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1,1,-1,1,-1,-1,1,0,1,0,1,1,-1,1,0,-1,0,-1,-1
https://twitter.com/RuthCadbury,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,1,0,1,0,0,1,-1,1,-1,-1,1,-1,-1
https://twitter.com/DanCardenMP,0,-1,0,-1,-1,1,0,1,0,-1,1,1,1,0,1,-1,-1,1,1,1,-1,1,1,-1,0,0,-1,1,-1,-1
https://twitter.com/FeryalClark,-1,-1,-1,-1,-1,1,0,1,0,-1,0,0,0,0,1,-1,0,0,1,1,-1,1,0,-1,1,-1,-1,1,-1,-1
https://twitter.com/coyleneil,-1,-1,-1,0,0,1,0,1,0,-1,1,0,1,0,1,0,-1,1,0,1,0,1,1,0,1,-1,-1,0,-1,-1
https://twitter.com/JonCruddas_1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,0,1,-1,1,-1,-1,0,-1,0
https://twitter.com/JudithCummins,0,0,0,-1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,1,0,1,0,0,0,-1,0,0,0,1,0,-1
https://twitter.com/WayneDavid_MP,-1,0,0,-1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,0,0,1,0,1,1,-1,1,-1,0,1,0,0
https://twitter.com/DawnButlerBrent,-1,-1,-1,-1,-1,1,0,1,1,-1,1,0,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,-1
